url,title,github-author,github-link,date,abstract,star,tasks
https://paperswithcode.com/paper/improving-diffusion-models-for-virtual-try-on,Improving Diffusion Models for Virtual Try-on,yisol/IDM-VTON,https://github.com/yisol/IDM-VTON,8 Mar 2024,"Finally, we present a customization method using a pair of person-garment images, which significantly improves fidelity and authenticity.","2,787",Virtual Try-on
https://paperswithcode.com/paper/relu-kan-new-kolmogorov-arnold-networks-that,"ReLU-KAN: New Kolmogorov-Arnold Networks that Only Need Matrix Addition, Dot Multiplication, and ReLU",quiqi/relu_kan,https://github.com/quiqi/relu_kan,4 Jun 2024,"Limited by the complexity of basis function (B-spline) calculations, Kolmogorov-Arnold Networks (KAN) suffer from restricted parallel computing capability on GPUs.",27,Other
https://paperswithcode.com/paper/dreamphysics-learning-physical-properties-of,DreamPhysics: Learning Physical Properties of Dynamic 3D Gaussians with Video Diffusion Priors,tyhuang0428/dreamphysics,https://github.com/tyhuang0428/dreamphysics,3 Jun 2024,"One solution is to animate 3D scenes with physics-based simulation, and the other is to learn the deformation of static 3D objects with the distillation of video generative models.",137,Other
https://paperswithcode.com/paper/sayself-teaching-llms-to-express-confidence,SaySelf: Teaching LLMs to Express Confidence with Self-Reflective Rationales,xu1868/sayself,https://github.com/xu1868/sayself,31 May 2024,"Large language models (LLMs) often generate inaccurate or fabricated information and generally fail to indicate their confidence, which limits their broader applications.",46,Other
https://paperswithcode.com/paper/vista-a-generalizable-driving-world-model,Vista: A Generalizable Driving World Model with High Fidelity and Versatile Controllability,opendrivelab/vista,https://github.com/opendrivelab/vista,27 May 2024,"In this paper, we present Vista, a generalizable driving world model with high fidelity and versatile controllability.",302,"Video Generation,Autonomous Driving"
https://paperswithcode.com/paper/demonstration-of-db-gpt-next-generation-data,Demonstration of DB-GPT: Next Generation Data Interaction System Empowered by Large Language Models,eosphoros-ai/db-gpt,https://github.com/eosphoros-ai/db-gpt,16 Apr 2024,The recent breakthroughs in large language models (LLMs) are positioned to transition many areas of software.,"11,821","Text-To-SQL,Data Interaction"
https://paperswithcode.com/paper/xrec-large-language-models-for-explainable,XRec: Large Language Models for Explainable Recommendation,hkuds/xrec,https://github.com/hkuds/xrec,4 Jun 2024,"We introduce a model-agnostic framework called XRec, which enables LLMs to provide comprehensive explanations for user behaviors in recommender systems.",30,"Decision Making,Collaborative Filtering"
https://paperswithcode.com/paper/zerosmooth-training-free-diffuser-adaptation,ZeroSmooth: Training-free Diffuser Adaptation for High Frame Rate Video Generation,ssyang2020/ZeroSmooth,https://github.com/ssyang2020/ZeroSmooth,3 Jun 2024,Previous methods promote the frame rate by either training a video interpolation model in pixel space as a postprocessing stage or training an interpolation model in latent space for a specific base video model.,51,Video Generation
https://paperswithcode.com/paper/fredf-learning-to-forecast-in-frequency,FreDF: Learning to Forecast in Frequency Domain,master-plc/fredf,https://github.com/master-plc/fredf,4 Feb 2024,Time series modeling is uniquely challenged by the presence of autocorrelation in both historical and label sequences.,20,Time Series
https://paperswithcode.com/paper/ufo-a-ui-focused-agent-for-windows-os,UFO: A UI-Focused Agent for Windows OS Interaction,microsoft/UFO,https://github.com/microsoft/UFO,8 Feb 2024,"We introduce UFO, an innovative UI-Focused agent to fulfill user requests tailored to applications on Windows OS, harnessing the capabilities of GPT-Vision.","5,648",Navigate
https://paperswithcode.com/paper/sparsedrive-end-to-end-autonomous-driving-via,SparseDrive: End-to-End Autonomous Driving via Sparse Scene Representation,swc-17/sparsedrive,https://github.com/swc-17/sparsedrive,30 May 2024,"To this end, we explore the sparse representation and review the task design for end-to-end autonomous driving, proposing a new paradigm named SparseDrive.",81,"Autonomous Driving,Attribute"
https://paperswithcode.com/paper/sparsectrl-adding-sparse-controls-to-text-to,SparseCtrl: Adding Sparse Controls to Text-to-Video Diffusion Models,guoyww/animatediff,https://github.com/guoyww/animatediff,28 Nov 2023,"The development of text-to-video (T2V), i. e., generating videos with a given text prompt, has been significantly advanced in recent years.","9,459",Video Generation
https://paperswithcode.com/paper/emotion2vec-self-supervised-pre-training-for,emotion2vec: Self-Supervised Pre-Training for Speech Emotion Representation,alibaba-damo-academy/FunASR,https://github.com/alibaba-damo-academy/FunASR,23 Dec 2023,"To the best of our knowledge, emotion2vec is the first universal representation model in various emotion-related tasks, filling a gap in the field.","4,126","Sentiment Analysis,Self-Supervised Learning"
https://paperswithcode.com/paper/llamp-large-language-model-made-powerful-for,LLaMP: Large Language Model Made Powerful for High-fidelity Materials Knowledge Retrieval and Distillation,chiang-yuan/llamp,https://github.com/chiang-yuan/llamp,30 Jan 2024,"Reducing hallucination of Large Language Models (LLMs) is imperative for use in the sciences, where reliability and reproducibility are crucial.",33,"Knowledge Distillation,Hallucination"
https://paperswithcode.com/paper/minicpm-unveiling-the-potential-of-small,MiniCPM: Unveiling the Potential of Small Language Models with Scalable Training Strategies,openbmb/minicpm,https://github.com/openbmb/minicpm,9 Apr 2024,"For data scaling, we introduce a Warmup-Stable-Decay (WSD) learning rate scheduler (LRS), conducive to continuous training and domain adaptation.","4,225",Domain Adaptation
https://paperswithcode.com/paper/lw-detr-a-transformer-replacement-to-yolo-for,LW-DETR: A Transformer Replacement to YOLO for Real-Time Detection,atten4vis/lw-detr,https://github.com/atten4vis/lw-detr,5 Jun 2024,"In this paper, we present a light-weight detection transformer, LW-DETR, which outperforms YOLOs for real-time object detection.",22,"object-detection,Decoder"
https://paperswithcode.com/paper/parameter-inverted-image-pyramid-networks,Parameter-Inverted Image Pyramid Networks,opengvlab/piip,https://github.com/opengvlab/piip,6 Jun 2024,"Our core idea is to use models with different parameter sizes to process different resolution levels of the image pyramid, thereby balancing computational efficiency and performance.",21,"Image Classification,Computational Efficiency"
https://paperswithcode.com/paper/faithful-logical-reasoning-via-symbolic-chain,Faithful Logical Reasoning via Symbolic Chain-of-Thought,aiden0526/symbcot,https://github.com/aiden0526/symbcot,28 May 2024,"Technically, building upon an LLM, SymbCoT 1) first translates the natural language context into the symbolic format, and then 2) derives a step-by-step plan to solve the problem with symbolic logical rules, 3) followed by a verifier to check the translation and reasoning chain.",78,Logical Reasoning
https://paperswithcode.com/paper/making-images-real-again-a-comprehensive,Making Images Real Again: A Comprehensive Survey on Deep Image Composition,bcmi/Awesome-Image-Composition,https://github.com/bcmi/Awesome-Image-Composition,28 Jun 2021,"We have also contributed the first image composition toolbox: libcom https://github. com/bcmi/libcom, which assembles 10+ image composition related functions (e. g., image blending, image harmonization, object placement, shadow generation, generative composition).",897,Image Harmonization
